Model,Brand,Price ($),Price Range,Year,Exterior color,Interior color,Seats,Range (mi),Fast Charging L3 (minutes),Mileage (mi),Performance (HP),Charging type,Battery Size (kWh),Battery Warranty (months),Battery Warranty (miles),VIN,URL
Ariyaengage,Nissan,23165.0,Low,2025.0,Black Diamond Pearl,Light Gray,5.0,216.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE2SM460076,https://ev.com/vehicle/wqx0qo
Ariyaengage,Nissan,23580.0,Low,2025.0,Boulder Gray Pearl,Charcoal,5.0,216.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE2SM461809,https://ev.com/vehicle/drci5a
Ariyaengage,Nissan,23165.0,Low,2025.0,Black Diamond Pearl,Light Gray,5.0,216.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM460140,https://ev.com/vehicle/7vwtls
Ariyaevolve+,Nissan,29965.0,Low,2025.0,Gun Metallic,Charcoal,5.0,289.0,40.0,0.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BE1SM463510,https://ev.com/vehicle/6g7gns
Ariyaengage,Nissan,24745.0,Low,2025.0,Gun Metallic,Charcoal,5.0,216.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BEXSM463758,https://ev.com/vehicle/v07kz2
Ariyaengage,Nissan,27180.0,Low,2025.0,Black Diamond Pearl,Charcoal,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF0SM767943,https://ev.com/vehicle/9nrftv
Ariyaengage,Nissan,27905.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF3SM767466,https://ev.com/vehicle/rdpwd0
Ariyaengage,Nissan,27530.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF9SM767746,https://ev.com/vehicle/jxs5z6
Ariyaengage,Nissan,28135.0,Low,2025.0,Everest White Pearl Tricoat,Charcoal,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BFXSM763950,https://ev.com/vehicle/du6lwg
Ariyaengage,Nissan,27710.0,Low,2025.0,Gun Metallic,Charcoal,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF1SM763125,https://ev.com/vehicle/pvzo3f
Ariyaevolve+,Nissan,33728.0,Medium,2025.0,Unknown,Char Lthette,5.0,289.0,40.0,5.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BEXSM464218,https://ev.com/vehicle/bazn5q
Ariyaengage,Nissan,23415.0,Low,2025.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE1SM464443,https://ev.com/vehicle/fcocv8
Ariyaengage,Nissan,28415.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Light Gray,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF2SM768480,https://ev.com/vehicle/qhvgse
Ariyaengage,Nissan,28415.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,205.0,35.0,0.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF4SM768495,https://ev.com/vehicle/9vw3wk
Ariyaengage,Nissan,22025.0,Low,2025.0,Gray,Charcoal,5.0,216.0,35.0,5.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE0SM461789,https://ev.com/vehicle/2gs2cp
Ariyaengage,Nissan,21714.0,Low,2025.0,Gray,Charcoal,5.0,216.0,35.0,5.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE0SM462196,https://ev.com/vehicle/wphv3f
Ariyaengage,Nissan,23945.0,Low,2025.0,Black,Charcoal,5.0,205.0,35.0,5.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8CF0BF0SM760426,https://ev.com/vehicle/pthbm5
Ariyaengage,Nissan,22358.0,Low,2025.0,White,Charcoal,5.0,216.0,35.0,5.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE0SM462814,https://ev.com/vehicle/4105ew
Ariyaengage,Nissan,20460.0,Low,2025.0,Blue,Charcoal,5.0,216.0,35.0,5.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM461210,https://ev.com/vehicle/nrs4bz
Ariyaevolve+,Nissan,37890.0,Medium,2025.0,White,Char Lthette,5.0,289.0,40.0,5.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BE1SM460994,https://ev.com/vehicle/vg4czu
Ariyaevolve+,Nissan,37465.0,Medium,2025.0,Unknown,Char Lthette,5.0,289.0,40.0,5.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BE8SM460569,https://ev.com/vehicle/u74vgh
Ariyaevolve+,Nissan,37815.0,Medium,2025.0,Gray,Char Lthette,5.0,289.0,40.0,5.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BE8SM461091,https://ev.com/vehicle/qw7ihy
Ariyaengage,Nissan,19900.0,Low,2024.0,Boulder Gray Pearl,Hai Gray,5.0,205.0,35.0,26.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1CF0BB1RM730454,https://ev.com/vehicle/df3lm7
Ariyaengage,Nissan,20265.0,Low,2024.0,Boulder Gray Pearl,Hai Gray,5.0,205.0,35.0,26.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1CF0BB5RM730960,https://ev.com/vehicle/1k8vx4
Ariyaengage,Nissan,19900.0,Low,2024.0,Black Diamond Pearl,Charcoal,5.0,205.0,35.0,26.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1CF0BB7RM733651,https://ev.com/vehicle/oursl5
Ariyaengage,Nissan,19900.0,Low,2024.0,Gun Metallic,Charcoal,5.0,205.0,35.0,26.0,335.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1CF0BB8RM742388,https://ev.com/vehicle/4ncvnw
Ariyaevolve+,Nissan,29815.0,Low,2024.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,289.0,40.0,12000.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN1BF0BA1RM431386,https://ev.com/vehicle/2s87uk
Ariyaevolve+,Nissan,29440.0,Low,2024.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,289.0,40.0,12000.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN1BF0BA3RM431308,https://ev.com/vehicle/ccb3nz
Ariyaevolve+,Nissan,29350.0,Low,2024.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,289.0,40.0,12000.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN1BF0BAXRM435842,https://ev.com/vehicle/7x7d9u
Ariyaevolve+,Nissan,33815.0,Medium,2024.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,272.0,40.0,12000.0,389.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN1DF0BBXRM738654,https://ev.com/vehicle/wivv20
Ariyaengage,Nissan,23915.0,Low,2024.0,Black Diamond Pearl,Hai Gray,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA1RM434462,https://ev.com/vehicle/a9s780
Ariyaengage,Nissan,25480.0,Low,2024.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,10.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA2RM435989,https://ev.com/vehicle/t7xkaw
Ariyaengage,Nissan,23915.0,Low,2024.0,Gun Metallic,Charcoal,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA4RM434715,https://ev.com/vehicle/721qe5
Ariyaengage,Nissan,23915.0,Low,2024.0,Black Diamond Pearl,Hai Gray,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA4RM435962,https://ev.com/vehicle/m5cib2
Ariyaengage,Nissan,23915.0,Low,2024.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA5RM435937,https://ev.com/vehicle/x7trl3
Ariyaengage,Nissan,24640.0,Low,2024.0,Everest White Pearl Tricoat/Black Diamond Pearl,Hai Gray,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA6RM435509,https://ev.com/vehicle/zxutv2
Ariyaengage,Nissan,24265.0,Low,2024.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA7RM435454,https://ev.com/vehicle/s0dmmy
Ariyaengage,Nissan,24340.0,Low,2024.0,Everest White Pearl Tricoat,Charcoal,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA7RM435549,https://ev.com/vehicle/coo936
Ariyaengage,Nissan,24340.0,Low,2024.0,Everest White Pearl Tricoat,Charcoal,5.0,216.0,35.0,12000.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN1AF0BA9RM435570,https://ev.com/vehicle/dqjxn8
Ariyaevolve+,Nissan,29350.0,Low,2024.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,289.0,40.0,12000.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN1BF0BA9RM435587,https://ev.com/vehicle/m0bqzc
Ariyaengage,Nissan,24190.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE0SM461355,https://ev.com/vehicle/ns1fxl
Ariyaengage,Nissan,23515.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE3SM461026,https://ev.com/vehicle/lssce7
Ariyaengage,Nissan,23975.0,Low,2025.0,Gun Metallic,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE3SM461351,https://ev.com/vehicle/cx46mh
Ariyaengage,Nissan,24730.0,Low,2025.0,Boulder Gray Pearl,Light Gray,5.0,216.0,35.0,28.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE5SM460749,https://ev.com/vehicle/j46zda
Ariyaengage,Nissan,23890.0,Low,2025.0,Everest White Pearl Tricoat,Light Gray,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE6SM461599,https://ev.com/vehicle/i3furg
Ariyaengage,Nissan,24400.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM461515,https://ev.com/vehicle/zr3fap
Ariyaengage,Nissan,23515.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,18.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE8SM460471,https://ev.com/vehicle/augzje
Ariyaengage,Nissan,23515.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE9SM460379,https://ev.com/vehicle/06y7q3
Ariyaengage,Nissan,23815.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,18.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE9SM461385,https://ev.com/vehicle/sq2e51
Ariyaevolve+,Nissan,31405.0,Medium,2025.0,Black Diamond Pearl,Charcoal,5.0,289.0,40.0,26.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BE2SM461345,https://ev.com/vehicle/1rdl1a
Ariyaevolve+,Nissan,30920.0,Medium,2025.0,Gun Metallic,Charcoal,5.0,289.0,40.0,26.0,238.0,SAE CCS DC fast charge connector,91.0,96.0,100000.0,JN8BF0BE6SM461347,https://ev.com/vehicle/h18wly
Ariyaengage,Nissan,23515.0,Low,2025.0,Deep Ocean Blue Pearl/Black Diamond Pearl,Light Gray,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM460252,https://ev.com/vehicle/ywi7un
Ariyaengage,Nissan,23890.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM461191,https://ev.com/vehicle/br36tb
Ariyaengage,Nissan,23515.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE9SM460768,https://ev.com/vehicle/j4xdgi
Ariyaengage,Nissan,23165.0,Low,2025.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,18.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE0SM460724,https://ev.com/vehicle/7y8uqt
Ariyaengage,Nissan,23555.0,Low,2025.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,15.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE1SM462367,https://ev.com/vehicle/r8fiqw
Ariyaengage,Nissan,23890.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE4SM461505,https://ev.com/vehicle/j4dhym
Ariyaengage,Nissan,23465.0,Low,2025.0,Gun Metallic,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE4SM462346,https://ev.com/vehicle/k33z7m
Ariyaengage,Nissan,25455.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE5SM461755,https://ev.com/vehicle/jhl8gk
Ariyaengage,Nissan,25080.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE5SM461836,https://ev.com/vehicle/4egq9b
Ariyaengage,Nissan,23465.0,Low,2025.0,Gun Metallic,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE6SM462381,https://ev.com/vehicle/p02995
Ariyaengage,Nissan,23515.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,18.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM460428,https://ev.com/vehicle/7pdo3y
Ariyaengage,Nissan,25755.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE7SM461580,https://ev.com/vehicle/blxfvy
Ariyaengage,Nissan,25455.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE8SM461197,https://ev.com/vehicle/02bdm9
Ariyaengage,Nissan,23465.0,Low,2025.0,Black Diamond Pearl,Light Gray,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BEXSM462397,https://ev.com/vehicle/oluq06
Ariyaengage,Nissan,23515.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE0SM461548,https://ev.com/vehicle/hwgdui
Ariyaengage,Nissan,24590.0,Low,2025.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,14.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE1SM461610,https://ev.com/vehicle/qc0vs3
Ariyaengage,Nissan,25080.0,Low,2025.0,Boulder Gray Pearl/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE1SM461767,https://ev.com/vehicle/rmv6t3
Ariyaengage,Nissan,23890.0,Low,2025.0,Everest White Pearl Tricoat/Black Diamond Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE1SM461851,https://ev.com/vehicle/tmwyaj
Ariyaengage,Nissan,23165.0,Low,2025.0,Gun Metallic,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE1SM461963,https://ev.com/vehicle/vtj9mc
Ariyaengage,Nissan,23165.0,Low,2025.0,Black Diamond Pearl,Charcoal,5.0,216.0,35.0,16.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE2SM461938,https://ev.com/vehicle/l1ucmw
Ariyaengage,Nissan,23165.0,Low,2025.0,Boulder Gray Pearl,Charcoal,5.0,216.0,35.0,26.0,214.0,SAE CCS DC fast charge connector,66.0,96.0,100000.0,JN8AF0BE2SM462040,https://ev.com/vehicle/smbzy2
Macan Electric4,Porsche,82056.0,High,2024.0,GENTIAN BLUE,Black,5.0,291.0,21.0,20.0,382.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WP1AA2XA5RL002104,https://ev.com/vehicle/f41p9c
Macan Electric4,Porsche,91491.0,High,2024.0,Off-white,Black/Bordeaux Red,5.0,291.0,21.0,1367.0,382.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WP1AA2XA9RL001232,https://ev.com/vehicle/reu6y0
Taycan,Porsche,70121.0,High,2023.0,CHALK,Slate Grey,4.0,208.0,23.0,7393.0,321.0,SAE CCS DC fast charge connector,79.2,96.0,100000.0,WP0AA2Y12PSA13408,https://ev.com/vehicle/fukck0
Taycan4S,Porsche,130621.0,High,2025.0,Black,Black Leather,4.0,252.0,18.0,1077.0,455.0,SAE CCS DC fast charge connector,89.0,96.0,100000.0,WP0AB2Y17SSA41792,https://ev.com/vehicle/8c04hf
Taycan,Porsche,98621.0,High,2025.0,Dolomite Sil,Std Blk,4.0,274.0,18.0,2488.0,402.0,SAE CCS DC fast charge connector,89.0,96.0,100000.0,WP0AA2Y17SSA10397,https://ev.com/vehicle/66yfxm
Macan Electric4,Porsche,80056.0,High,2024.0,VOLCANO GREY,Black/Chalk,5.0,291.0,21.0,2357.0,382.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WP1AA2XA3RL000321,https://ev.com/vehicle/suv4uv
Macan Electric,Porsche,68056.0,High,2025.0,White,STD BLK,5.0,315.0,21.0,434.0,335.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WP1AD2XA8SL075366,https://ev.com/vehicle/pz7eoi
Macan Electric4S,Porsche,92056.0,High,2025.0,OAK GREEN,Truffle Brown,5.0,288.0,21.0,1600.0,442.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WP1AB2XAXSL151661,https://ev.com/vehicle/9nih3w
Macan Electric,Porsche,63833.0,High,2025.0,Blue,Black/Chalk,5.0,315.0,21.0,167.0,335.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WP1AD2XA5SL075079,https://ev.com/vehicle/i16as0
Taycangts,Porsche,95121.0,High,2023.0,Black,Black,4.0,246.0,23.0,4746.0,509.0,SAE CCS DC fast charge connector,93.4,96.0,100000.0,WP0AD2Y17PSA48551,https://ev.com/vehicle/2p73vd
Taycan,Porsche,65221.0,High,2023.0,Black,BLACK/BORDEAUX,4.0,208.0,23.0,14036.0,321.0,SAE CCS DC fast charge connector,79.2,96.0,100000.0,WP0AA2Y10PSA16016,https://ev.com/vehicle/s21r7z
Taycan4S,Porsche,86599.0,High,2023.0,Unknown,Black/Limestone Beige,4.0,206.0,23.0,14732.0,429.0,SAE CCS DC fast charge connector,79.2,96.0,100000.0,WP0AB2Y10PSA36392,https://ev.com/vehicle/ga9qnh
Taycan4S,Porsche,70121.0,High,2022.0,Frozen Berry,Blackberry/Slat,4.0,199.0,23.0,22830.0,429.0,SAE CCS DC fast charge connector,79.2,96.0,100000.0,WP0AB2Y11NSA45230,https://ev.com/vehicle/xnwwxa
Taycanturbo S,Porsche,109121.0,High,2022.0,White,Race-Tex Black/,4.0,201.0,23.0,6684.0,616.0,SAE CCS DC fast charge connector,93.4,96.0,100000.0,WP0AC2Y13NSA54587,https://ev.com/vehicle/j8doby
Taycan,Porsche,76621.0,High,2024.0,Chalk,Std Blk,4.0,208.0,23.0,7560.0,321.0,SAE CCS DC fast charge connector,79.2,96.0,100000.0,WP0AA2Y15RSA10506,https://ev.com/vehicle/pctzkc
Solterratouring,Subaru,20169.0,Low,2024.0,Gray,Black,5.0,222.0,35.0,3773.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1RA049421,https://ev.com/vehicle/6zsrqp
Solterratouring,Subaru,37969.0,Medium,2024.0,White,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4RA079318,https://ev.com/vehicle/fbjzfw
Solterrapremium,Subaru,31942.0,Medium,2025.0,White,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA2SA091828,https://ev.com/vehicle/2euxgu
Solterrapremium,Subaru,29902.0,Low,2025.0,Black,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA091532,https://ev.com/vehicle/oiylix
Solterrapremium,Subaru,31942.0,Medium,2025.0,White,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA091885,https://ev.com/vehicle/az7lab
Solterralimited,Subaru,35442.0,Medium,2025.0,White,Gray/Blue,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA091661,https://ev.com/vehicle/b4orz4
Solterralimited,Subaru,34967.0,Medium,2025.0,Gray,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA091711,https://ev.com/vehicle/r01r70
Solterrapremium,Subaru,29902.0,Low,2025.0,Gray,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA091703,https://ev.com/vehicle/dobhgv
Solterratouring,Subaru,38493.0,Medium,2025.0,White,Gray/Blue,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA096643,https://ev.com/vehicle/9chtds
Solterralimited,Subaru,35442.0,Medium,2025.0,Gray,Gray/Blue,5.0,222.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA096328,https://ev.com/vehicle/352e30
Solterrapremium,Subaru,31942.0,Medium,2025.0,White,Black,5.0,227.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA097027,https://ev.com/vehicle/qq6xcz
Solterratouring,Subaru,39013.0,Medium,2025.0,Gray,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA0SA095585,https://ev.com/vehicle/dacblx
Solterralimited,Subaru,34967.0,Medium,2025.0,Gray,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA095595,https://ev.com/vehicle/ci3fo6
Solterralimited,Subaru,33402.0,Medium,2025.0,Gray,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA095709,https://ev.com/vehicle/ceymz2
Solterralimited,Subaru,34967.0,Medium,2025.0,Gray,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA096359,https://ev.com/vehicle/a8keec
Solterrapremium,Subaru,29902.0,Low,2025.0,Gray,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA096225,https://ev.com/vehicle/cfg0wy
Solterrapremium,Subaru,29902.0,Low,2025.0,Black,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA096905,https://ev.com/vehicle/0437qb
Solterratouring Onyx Edition,Subaru,29922.0,Low,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA092468,https://ev.com/vehicle/za35c0
Solterratouring Onyx Edition,Subaru,31487.0,Medium,2025.0,Red,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA091491,https://ev.com/vehicle/rccobr
Solterratouring Onyx Edition,Subaru,31487.0,Medium,2025.0,Red,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA091998,https://ev.com/vehicle/8259dp
Solterratouring Onyx Edition,Subaru,31012.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA092067,https://ev.com/vehicle/vpzyg3
Solterratouring Onyx Edition,Subaru,31012.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA091583,https://ev.com/vehicle/pcrydv
Solterratouring Onyx Edition,Subaru,29291.0,Low,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA097124,https://ev.com/vehicle/c7cpnz
Solterratouring Onyx Edition,Subaru,29766.0,Low,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA097262,https://ev.com/vehicle/i0kebk
Solterratouring Onyx Edition,Subaru,29766.0,Low,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA097519,https://ev.com/vehicle/l5kj1y
